provider_id,provider_name,hq_address_1,hq_address_2,hq_borough,hq_city,hq_state,hq_postcode,provider_ein,provider_website,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
2358,Little Essentials,,,,,,,,,,,,,,,,
2360,LANDMARK WEST INC,,,,,,,,,,,,,,,,
2361,NEW YORK LAWYERS FOR THE PUBLIC INTEREST INC,,,,,,,,,,,,,,,,
2363,CROTONA PARK RUNNING CLUB INC,,,,,,,,,,,,,,,,
2365,YOUNG PEOPLES CHORUS OF NEW YORK CITY INC,,,,,,,,,,,,,,,,
2367,STUDENT LEADERSHIP NETWORK INC,,,,,,,,,,,,,,,,
2372,SINGLE STOP USA INC,,,,,,,,,,,,,,,,
2373,LADIES WHO HOOP INC,,,,,,,,,,,,,,,,
2374,Bameso USA,,,,,,,,,,,,,,,,
2376,NORTHEAST BKLYN HOUSING DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
2378,DOWNTOWN FLUSHING TRANSIT HUB DISTRICT MANAGEMENT ASSOC INC,,,,,,,,,,,,,,,,
2380,LIBERTY FUND,,,,,,,,,,,,,,,,
2381,LEAP INC,,,,,,,,,,,,,,,,
2382,EGER HEALTH CARE AND REHABILITATION CENTER,,,,,,,,,,,,,,,,
2383,AMERICAN LUNG ASSOCIATION,,,,,,,,,,,,,,,,
2384,GLOBAL ACTION PROJECT INC,,,,,,,,,,,,,,,,
2386,NORTHEAST BRONX ASSOCIATION CORP,,,,,,,,,,,,,,,,
2387,KOREAN AMERICAN SENIOR CITIZENS SOCIETY OF GREATER NY INC,,,,,,,,,,,,,,,,
2389,TRANSLATINA NETWORK INC,,,,,,,,,,,,,,,,
2390,BROOKDALE HOSPITAL MEDICAL CENTER,,,,,,,,,,,,,,,,
2392,Vaad Refuah Inc,,,,,,,,,,,,,,,,
2393,MUSLIM COMMUNITY NETWORK,,,,,,,,,,,,,,,,
2394,POWERPLAY NYC INC,,,,,,,,,,,,,,,,
2395,"ALLERTON AVE HOMEOWNERS & TENANTS ASSN, INC.",,,,,,,,,,,,,,,,
2396,NEW YORK CITY URBAN DEBATE LEAGUE INC,,,,,,,,,,,,,,,,
2397,EDWARD J MALLOY INITIATIVE FOR CONSTRUCTION SKILLS INC THE,,,,,,,,,,,,,,,,
2398,NORTHWEST BRONX COMMUNITY AND CLERGY COALITION INC,,,,,,,,,,,,,,,,
2399,ADVOCATES FOR CHILDREN OF NEW YORK INC,,,,,,,,,,,,,,,,
2400,CITYARTS INC,,,,,,,,,,,,,,,,
2402,ST ANNS CORNER OF HARM REDUCTION INC,,,,,,,,,,,,,,,,
2403,"Brooklyn Greenway Initiative, Inc.",,,,,,,,,,,,,,,,
2404,PUBLIC AGENDA INC,,,,,,,,,,,,,,,,
2406,CORA INCORPORATED CORA DANCE,,,,,,,,,,,,,,,,
2407,OCEAN BAY COMMUNITY DEVELOPMENT CORP,,,,,,,,,,,,,,,,
2408,LA NUEVA ESPERANZA INC,,,,,,,,,,,,,,,,
2409,BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
2410,MOMS OF BLACK BOYS UNITED INC,,,,,,,,,,,,,,,,
2411,YOUNG ISRAEL OF HILLCREST,,,,,,,,,,,,,,,,
2412,ROOM TO GROW NATIONAL INC,,,,,,,,,,,,,,,,
2413,RAND CORPORATION,,,,,,,,,,,,,,,,
2414,"Pride Center of Staten Island, Inc.",,,,,,,,,,,,,,,,
2415,NEW WAVE DANCE YOUTH AND COMMUNITY DEVELOPMENT INC,,,,,,,,,,,,,,,,
2416,INTERFERENCE ARCHIVE,,,,,,,,,,,,,,,,
2417,MIDWOOD DEVELOPMENT CORP,,,,,,,,,,,,,,,,
2418,SCHOOL SISTERS OF NOTRE DAME EDUCATIONAL CENTER INC,,,,,,,,,,,,,,,,
2419,WHITSONS FOOD SERVICE BRONX CORP,,,,,,,,,,,,,,,,
2421,SUMMER SEARCH,,,,,,,,,,,,,,,,
2425,HAMASPIK CARE INC,,,,,,,,,,,,,,,,
2428,COMMUNITY HEALTH CENTER OF RICHMOND INC,,,,,,,,,,,,,,,,
2429,READING PARTNERS,,,,,,,,,,,,,,,,
2432,HOUSING COURT ANSWERS INC,,,,,,,,,,,,,,,,
2433,GREAT PERFORMANCES/ ARTISTS AS WAITRESSES INC.,,,,,,,,,,,,,,,,
2434,MAUZONE KOSHER PRODUCTS LLC,,,,,,,,,,,,,,,,
2436,PRIME RIV LLC,,,,,,,,,,,,,,,,
2438,Arete Education Inc,,,,,,,,,,,,,,,,
2439,Friends of Wingate Park Inc,,,,,,,,,,,,,,,,
2444,"PRUTECH SOLUTIONS, INC",,,,,,,,,,,,,,,,
2448,THE NEW YORK CENTER FOR CHILDREN,,,,,,,,,,,,,,,,
2450,OUTSTANDING RENEWAL ENTERPRISES INC,,,,,,,,,,,,,,,,
2453,"VOICES OF COMMUNITY ACTIVISTS & LEADERS (VOCAL-NY), INC",,,,,,,,,,,,,,,,
2454,IOS ACQUISITIONS LLC,,,,,,,,,,,,,,,,
2455,EXALT YOUTH,,,,,,,,,,,,,,,,
2457,COMMUNITY HELP IN PARK SLOPE INC,,,,,,,,,,,,,,,,
2458,HARLEM GIRLS CHEER INC,,,,,,,,,,,,,,,,
2459,SABOR BORINQUENO 2 INC,,,,,,,,,,,,,,,,
2460,Hats & Ladders Inc,,,,,,,,,,,,,,,,
2461,"Garden of Hope, Inc",,,,,,,,,,,,,,,,
2463,HD HALAL DINER INC.,,,,,,,,,,,,,,,,
2465,180 MAIDEN LANE CHEFSCAPE LLC,,,,,,,,,,,,,,,,
2466,DOUGLASTON AND LITTLE NECK HISTORICAL SOCIETY,,,,,,,,,,,,,,,,
2468,HESTER STREET COLLABORATIVE INC.,,,,,,,,,,,,,,,,
2469,YOUNG URBAN CHRISTIANS AND ARTISTS INC,,,,,,,,,,,,,,,,
2470,THE EXECU SEARCH GROUP LLC,,,,,,,,,,,,,,,,
2471,KINGSBRIDGE RIVERDALE VAN CORTLANDT DEVELOPMENT CORP,,,,,,,,,,,,,,,,
2472,JAMEL GAINES CREATIVE  OUTLET  INC,,,,,,,,,,,,,,,,
2473,HARLEM ADVOCATES FOR SENIORS INC,,,,,,,,,,,,,,,,
2474,"JAMES LENOX HOUSE ASSOCIATION, INC",,,,,,,,,,,,,,,,
2475,GR88 FOOD INC,,,,,,,,,,,,,,,,
2476,EAST NEW YORK KIDS POWER INC,,,,,,,,,,,,,,,,
2477,KEHILAT SEPHARDIM OF AHAVAT ACHIM,,,,,,,,,,,,,,,,
2478,UPTOWN MONARCH GROUP,,,,,,,,,,,,,,,,
2479,JAPAN SOCIETY INC.,,,,,,,,,,,,,,,,
2481,YOUNG FACES SMILING,,,,,,,,,,,,,,,,
2484,STAFF TODAY INC,,,,,,,,,,,,,,,,
2485,SAAR NYC INC,,,,,,,,,,,,,,,,
2486,FENIMORE SENIOR CENTER INC,,,,,,,,,,,,,,,,
2487,HOTEL ASSOCIATION OF NEW YORK CITY INC,,,,,,,,,,,,,,,,
2488,DOORDASH INC,,,,,,,,,,,,,,,,
2493,HUNGER FREE AMERICA INC,,,,,,,,,,,,,,,,
2497,ADVANCED MEDICAL STAFFING CORP,,,,,,,,,,,,,,,,
2500,GODS LOVE WE DELIVER INC,,,,,,,,,,,,,,,,
2502,HOUSING OPTIONS & GERIATRIC ASSOCIATION RESOURCES INC,,,,,,,,,,,,,,,,
2503,ALPHA PHI ALPHA SENIOR CITIZENS CENTER INC,,,,,,,,,,,,,,,,
2505,CRIME VICTIMS TREATMENT CENTER INC,,,,,,,,,,,,,,,,
2506,ROOSEVELT ISLAND HISTORICAL SOCIETY,,,,,,,,,,,,,,,,
2507,FRIENDS OF THE ERBEN ORGAN INC,,,,,,,,,,,,,,,,
2508,FORT HAMILTON HOCKEY CORPOR- ATION,,,,,,,,,,,,,,,,
2510,GIRLS FOR GENDER EQUITY Inc.,,,,,,,,,,,,,,,,
2512,"Academy of Medical & Public Health Services, Inc.",,,,,,,,,,,,,,,,
2514,Hunter College High School Parent Teachers Association,,,,,,,,,,,,,,,,
2517,FULTON ART FAIR INC,,,,,,,,,,,,,,,,
2521,Safe Passage Project Corporation,,,,,,,,,,,,,,,,
2524,BRIDGE FUND OF NEW YORK INC THE,,,,,,,,,,,,,,,,
2525,BROOKLYN LIFELONG LEARNING INC,,,,,,,,,,,,,,,,
2527,HELLS KITCHEN NEIGHBORHOOD ASSOCIATION INC,,,,,,,,,,,,,,,,
2528,PRESTON CENTER OF COMPASSION,,,,,,,,,,,,,,,,
2529,JAMAICA CENTER FOR ARTS AND LEARNING,161-04 JAMAICA AVE,,Queens,Jamaica,NY,11432,112478709,www.jcal.org,40.704025,-73.798437,412,27,44601,4215617,4101010011,Jamaica
2530,THE BOWNE HOUSE HISTORICAL SOCIETY INC,,,,,,,,,,,,,,,,
2531,MEDICARE RIGHTS CENTER INC,,,,,,,,,,,,,,,,
2532,NEW YORK COMMON PANTRY INC,,,,,,,,,,,,,,,,
2533,"Community Connections for Youth, Inc.",369 E 149th St,Fl 7,Bronx,Bronx,NY,10455,264482112,www.cc-fy.org,40.816384,-73.91885,201,17,65,2000862,2023280035,Melrose South-Mott Haven North
2534,LUELLA TONI LEWIS LLC,,,,,,,,,,,,,,,,
2535,"Rauschenbusch Metro Ministries, Inc.",,,,,,,,,,,,,,,,
2537,CITY HARVEST INC,,,,,,,,,,,,,,,,
2540,BROOKLYN QUEENS LAND TRUST,,,,,,,,,,,,,,,,
2541,STATEN ISLAND SPORTS HALL OF FAME INC,,,,,,,,,,,,,,,,
2543,SHEMA KOLAINU - Hear Our Voices,,,,,,,,,,,,,,,,
2544,THE BRIDGE MULTICULTURAL AND ADVOCACY PROJECT INC,,,,,,,,,,,,,,,,
2545,SPANISH SPEAKING ELDERLY COUNCIL RAICES INC,,,,,,,,,,,,,,,,
2546,ITALIAN CHARITIES OF AMERICA,,,,,,,,,,,,,,,,
2547,KIPP NYC PUBLIC CHARTER SCHOOLS II,,,,,,,,,,,,,,,,
2548,LA ASOCIACION AMERICANA DE ESTUDIOS CULTURALES UNIVERSALES,,,,,,,,,,,,,,,,
2549,"COUNCIL FOR UNITY, INC.","50 AVENUE X, ROOM 366",,Brooklyn,Brooklyn,NY,11223,112880221,www.councilforunity.org,40.589268,-73.981738,313,47,308,3194998,3071850020,Gravesend
2551,Friends of the New York County Courts Public Access Law Libr,,,,,,,,,,,,,,,,
2552,"NEW YORK CANCER CENTER, INC",,,,,,,,,,,,,,,,
2553,GLAAD INC,,,,,,,,,,,,,,,,
2554,THE ECUADORIAN CIVIC COMMITTEE OF NEW YORK INC,,,,,,,,,,,,,,,,
2556,PRIMARY CARE DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
2557,FRIENDS OF VETERANS NEW YORK INC,,,,,,,,,,,,,,,,
2558,"FLATBUSH YOUTH ASSOC.,INC",,,,,,,,,,,,,,,,
2559,ALPHA OMEGA 1-7 THEATRICAL DANCE COMPANY INC,,,,,,,,,,,,,,,,
2561,VAN ALEN INSTITUTE PROJECTS IN PUBLIC ARCHITECTURE,,,,,,,,,,,,,,,,
2562,ARTBRIDGE PROJECTS INC,,,,,,,,,,,,,,,,
2563,MERCHANTS OF THIRD AVENUE CIVIC IMPROV ASSOC INC,,,,,,,,,,,,,,,,
2564,CAPITOL DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
2565,"FAMILIES UNITED, INC.",,,,,,,,,,,,,,,,
2566,FUNDACION YOLANDA LAPREA INC,,,,,,,,,,,,,,,,
2567,CHILDRENS HAVEN A PLACE OF HEALING & HOPE INC,,,,,,,,,,,,,,,,
2568,DYKER HEIGHTS ATHLETIC ASSOCIATION INC,,,,,,,,,,,,,,,,
2569,FRIENDS OF WHEELS,,,,,,,,,,,,,,,,
2570,PAKISTANI AMERICAN YOUTH ORGANIZATION INC,,,,,,,,,,,,,,,,
2571,KING OF KINGS FOUNDATION INC,,,,,,,,,,,,,,,,
2574,UNLOCAL INC,,,,,,,,,,,,,,,,
2575,WORD OF LIFE INTERNATIONAL INC,,,,,,,,,,,,,,,,
2576,NY SOFTBALL INC,,,,,,,,,,,,,,,,
2577,TRANSGENDER LEGAL DEFENSE AND EDUCATION FUND INC,,,,,,,,,,,,,,,,
2578,CAPSULE CORPORATION,,,,,,,,,,,,,,,,
2579,CAMBA LEGAL SERVICES INC,,,,,,,,,,,,,,,,
2580,BELIEVE HEALTH INC,,,,,,,,,,,,,,,,
2581,GREENWICH VILLAGE CHAMBER OF COMMERCE INC,,,,,,,,,,,,,,,,
2582,"NYC NOWC, Inc.",,,,,,,,,,,,,,,,
2584,CHURCH STREET SCHOOL FOR MUSIC AND ART,,,,,,,,,,,,,,,,
2585,BRIDGE THE GAP YOUTH INC,,,,,,,,,,,,,,,,
2586,MUSEUM AT ELDRIDGE STREET,,,,,,,,,,,,,,,,
2587,Coastal Preservation Network,,,,,,,,,,,,,,,,
2588,Development Outreach Inc,,,,,,,,,,,,,,,,
2589,ARVERNE CHURCH OF GOD INC,,,,,,,,,,,,,,,,
2592,NEW HORIZON COUNSELING CENTER INC,,,,,,,,,,,,,,,,
2593,ASSOCIATION OF DOMINICAN CLASSICAL ARTISTS INC,,,,,,,,,,,,,,,,
2595,CLUB A-ELITA INC,,,,,,,,,,,,,,,,
2596,PARENT CHILD RELATION ASSOCIATION,,,,,,,,,,,,,,,,
2598,DRUM DESIS RISING UP AND MOVING INC,,,,,,,,,,,,,,,,
2599,NEW DESTINY HOUSING CORP.,,,,,,,,,,,,,,,,
2601,GREATER BETHEL COMMUNITY DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
2602,"CEKPET, Ltd.",,,,,,,,,,,,,,,,
2603,THE NEW HERITAGE THEATRE GROUP INC,,,,,,,,,,,,,,,,
2604,Recycle For Education Inc,,,,,,,,,,,,,,,,
2605,Hot Bread Kitchen Ltd,,,,,,,,,,,,,,,,
2606,THINK POSITIVE AND DREAM BIG INC,,,,,,,,,,,,,,,,
2607,"Community Youth Care Services, Inc.",,,,,,,,,,,,,,,,
2608,CORONA COMMUNITY AMBULANCE CORP INC,,,,,,,,,,,,,,,,
2609,SUNSET PARK DISTRICT MANAGEMENT ASSOCIATION  INC,,,,,,,,,,,,,,,,
2610,"SEARCH AND CARE, INC",,,,,,,,,,,,,,,,
2611,THE AUDRE LORDE PROJECT,,,,,,,,,,,,,,,,
2612,UNITED NEIGHBORHOOD HOUSES OF NEW YORK INC,,,,,,,,,,,,,,,,
2613,CONSORTIUM FOR WORKER EDUCATION,,,,,,,,,,,,,,,,
2614,ACTS COMMUNITY DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
2615,HUDSON RIVER COMMUNITY SAILING INC,,,,,,,,,,,,,,,,
2616,KIND INC,,,,,,,,,,,,,,,,
2617,Life of Hope,,,,,,,,,,,,,,,,
2618,NOT ANOTHER CHILD INC,,,,,,,,,,,,,,,,
2619,NEW YORK LAW SCHOOL,,,,,,,,,,,,,,,,
2620,Rebuilding Together NYC,,,,,,,,,,,,,,,,
2621,TOWN SQUARE INC.,,,,,,,,,,,,,,,,
2622,Annual Gowanus Artists Studio Tour,,,,,,,,,,,,,,,,
2623,NATIONAL GAY AND LESBIAN CHAMBER OF COMMERCE,,,,,,,,,,,,,,,,
2625,"Royal People Group, Inc",,,,,,,,,,,,,,,,
2626,COMMUNITY VOICES HEARD INC,,,,,,,,,,,,,,,,
2629,MAIMONIDES MEDICAL CENTER,,,,,,,,,,,,,,,,
2631,BATTERED WOMEN'S RESOURCE CTR INC,,,,,,,,,,,,,,,,
2634,ST. BARNABAS HOSPITAL,,,,,,,,,,,,,,,,
2635,"RETIREES OF DREISER LOOP, INC.",,,,,,,,,,,,,,,,
2637,COMMUNITY DEVELOPMENT PROJECT INC,,,,,,,,,,,,,,,,
2638,KEW GARDENS COUNCIL FOR RECREATION AND THE ARTS INC,,,,,,,,,,,,,,,,
2639,EAST HARLEM NEIGHBORHOOD BASED ALLIANCE CORP 31110,,,,,,,,,,,,,,,,
2641,TEENS FOR FOOD JUSTICE INC,,,,,,,,,,,,,,,,
2643,UNITED WAY OF NEW YORK CITY,,,,,,,,,,,,,,,,
2644,ST. ATHANASIUS YOUTH PROGRAM INC,,,,,,,,,,,,,,,,
2645,SELF-RELIANCE ASSOCIATION OF AMERICAN UKRAINIANS,,,,,,,,,,,,,,,,
2646,COOPER SQUARE COMMUNITY DEVELOPMENT COMMITTEE INC,,,,,,,,,,,,,,,,
2647,DANCE THEATRE OF HARLEM INC,,,,,,,,,,,,,,,,
2648,"EBBETS FIELD INTERGENERATIONAL, INC.",,,,,,,,,,,,,,,,
2649,EMGAGE FOUNDATION INC,,,,,,,,,,,,,,,,
2650,STATEN ISLAND HEART SOCIETY,,,,,,,,,,,,,,,,
2651,TECH KIDS UNLIMITED INC,,,,,,,,,,,,,,,,
2652,NEW YORKERS AGAINST GUN VIOLENCE EDUCATION FUND,,,,,,,,,,,,,,,,
2653,Democracy at Work Institute,,,,,,,,,,,,,,,,
2655,DYNAMIC YOUTH COMMUNITY INC,,,,,,,,,,,,,,,,
2658,NYC MWBE ALLIANCE,,,,,,,,,,,,,,,,
2659,EVANGELICAL LUTHERAN CHURCH OF THE ADVENT,,,,,,,,,,,,,,,,
2660,"FRIENDS OF ABANDONED CEMETERIES, INC.",,,,,,,,,,,,,,,,
2661,MASBIA OF FLATBUSH,,,,,,,,,,,,,,,,
2662,Masbia Of Queens,,,,,,,,,,,,,,,,
2664,Masbia of Boro Park,,,,,,,,,,,,,,,,
2667,CIRCUIT PRODUCTIONS INC,,,,,,,,,,,,,,,,
2668,"The ICA Group, Inc.",,,,,,,,,,,,,,,,
2670,SECOND CHANCE AGAPE WORSHIP CENTER,,,,,,,,,,,,,,,,
2671,MEKONG INC,,,,,,,,,,,,,,,,
2672,SERVICES FOR THE AGED INC,,,,,,,,,,,,,,,,
2673,"Red Rabbit, LLC",,,,,,,,,,,,,,,,
2674,THE YOUTH TAKEOVER PROJECT INC,508 E 117th St,,Manhattan,New York,NY,10035,813725780,,40.795642,-73.932473,111,8,178,1081372,1017150047,East Harlem North
2677,NEW YORK CRUSADERS INC,257 Greene Ave,,Brooklyn,Brooklyn,NY,11238,,,40.687232,-73.961379,302,35,231,3329903,3019520016,Clinton Hill
2678,UNITED ACTIVITIES UNLIMITED INC,,,,,,,,,,,,,,,,
2679,THE NEW SCHOOL,,,,,,,,,,,,,,,,
2680,Atwater Associates,,,,,,,,,,,,,,,,
2683,BEHAVIORAL IDEAS LAB INC,,,,,,,,,,,,,,,,
2686,CEPHEID,,,,,,,,,,,,,,,,
2687,HOLOGIC INC.,,,,,,,,,,,,,,,,
2688,CHENOA INFORMATION SERVICES INC,,,,,,,,,,,,,,,,
2689,THE NEW YORK ACADEMY OF MEDICINE,,,,,,,,,,,,,,,,
2690,QUALITY AND ASSURANCE TECHNOLOGY CORP,,,,,,,,,,,,,,,,
2692,KIPP NYC PUBLIC CHARTER SCHOOLS,,,,,,,,,,,,,,,,
2693,LEAD BY EXAMPLE & REVERSE THE TREND INC,,,,,,,,,,,,,,,,
2696,AECOM USA INC,,,,,,,,,,,,,,,,
2698,RABBINICAL SEMINARY OF AMERICA INC,,,,,,,,,,,,,,,,
2700,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,,,,,,,,,,,,,,,,
2701,LONG ISLAND UNIVERSITY CW POST CAMPUS,,,,,,,,,,,,,,,,
2704,ICF MACRO INC,,,,,,,,,,,,,,,,
2705,NEIGHBORHOOD HOUSING SERVICES OF JAMAICA INC,,,,,,,,,,,,,,,,
2706,FAMILY SERVICES NETWORK OF NEW YORK  INC,,,,,,,,,,,,,,,,
2707,South Bronx United Inc,,,,,,,,,,,,,,,,
2708,PUBLIC HOUSING COMMUNITIES INC,,,,,,,,,,,,,,,,
2709,GREEN WORKER INC,,,,,,,,,,,,,,,,
2710,SUSTAINABLE SOUTH BRONX INC,1360 GARRISON AVE,,,Bronx,NY,10474,020535999,,,,,,,,,
2711,"FIGURE SKATING IN HARLEM, INC.",,,,,,,,,,,,,,,,
2712,THE CENTER FOR NEW YORK CITY NEIGHBORHOODS INC,,,,,,,,,,,,,,,,
2713,KINGS HIGHWAY BEAUTIFICATION ASSOCIATION INC,,,,,,,,,,,,,,,,
2714,PRATT INSTITUTE,,,,,,,,,,,,,,,,
2715,STATEN ISLAND COMMUNITY JOB CENTER INC,,,,,,,,,,,,,,,,
2716,LOCO7 DANCE PUPPET THEATRE COMPANY,,,,,,,,,,,,,,,,
2717,CARROLL GARDENS ASSOC INC,,,,,,,,,,,,,,,,
2719,CITY COLLEGE 21ST CENTURY FOUN DATION,160 Convent Avenue,,Manhattan,New York,NY,10031,,,40.819196,-73.950221,109,9,21703,1084081,1019570200,Manhattanville
2720,"GROOVE WITH ME, INC.",,,,,,,,,,,,,,,,
2721,COLLEGE & COMMUNITY FELLOWSHIP,,,,,,,,,,,,,,,,
2722,ADELAIDE L. SANFORD INSTITUTE,,,,,,,,,,,,,,,,
2723,EAST 86TH STREET MERCHANTS RESIDENTS ASSOCIATION INC,,,,,,,,,,,,,,,,
2724,"BWICA EDUCATIONAL FUND, INC",,,,,,,,,,,,,,,,
2725,GREEN TECHNOLOGY CLUB,,,,,,,,,,,,,,,,
2726,HARLEM RENAISSANCE ECONOMIC DEVELOPMENT CORP,,,,,,,,,,,,,,,,
2727,SPECIAL TOUCH HOME CARE SERVICES INC,,,,,,,,,,,,,,,,
2729,NEW YORK FOUNDLING,,,,,,,,,,,,,,,,
2730,"hoops by the river,Inc.",259 west 152nd street suite 1-b,,Manhattan,New York,NY,10039,,,40.8269,-73.937869,110,9,236,1060609,1020380007,Central Harlem North-Polo Grounds
2731,THE JAZZ DRAMA PROGRAM,,,,,,,,,,,,,,,,
2732,GREEN CITY FORCE,,,,,,,,,,,,,,,,
2734,JACKSON HEIGHTS BEAUTIFICATION GROUP,,,,,,,,,,,,,,,,
2735,Tomchei Shabbos Of Staten Island Inc.,,,,,,,,,,,,,,,,
2736,Twilio Inc,,,,,,,,,,,,,,,,
2737,CARIBBEAN AMERICAN CHAMBER OF COMMERCE AND INDUSTRY INC,,,,,,,,,,,,,,,,
2738,"WOMEN'S LEAGUE COMMUNITY RESIDENCES, INC.",,,,,,,,,,,,,,,,
2739,NARROWS COMMUNITY THEATRE INC,,,,,,,,,,,,,,,,
2740,BAY RIDGE COMMUNITY COUNCIL INC,,,,,,,,,,,,,,,,
2741,PATHWAYS TO APPRENTICESHIP INC,,,,,,,,,,,,,,,,
2742,ABUNDANT WATERS INC,,,,,,,,,,,,,,,,
2743,CI YOUTH ALIVE Inc,,,,,,,,,,,,,,,,
2745,FARMERS BOULEVARD COMMUNITY DEVELOPMENT CORP.,,,,,,,,,,,,,,,,
2746,COMMON THREAD INC,,,,,,,,,,,,,,,,
2747,KINGSBROOK JEWISH MEDICAL CTR,,,,,,,,,,,,,,,,
2748,Downtown Boathouse Inc,,,,,,,,,,,,,,,,
2749,ST FRANCIS COLLEGE,,,,,,,,,,,,,,,,
2750,WEST SHORE LITTLE LEAGUE,,,,,,,,,,,,,,,,
2752,New Testament Temple Church of God,,,,,,,,,,,,,,,,
2753,"The Harlem Chamber Players, Inc.",,,,,,,,,,,,,,,,
2754,WORLD CARES CENTER INC,,,,,,,,,,,,,,,,
2756,FIVE PEARLS FOUNDATION INC,,,,,,,,,,,,,,,,
2757,HARLEM WELLNESS CENTER INC,,,,,,,,,,,,,,,,
2758,"WORKERS DEFENSE LEAGUE, INC",,,,,,,,,,,,,,,,
2759,DUTCH KILLS CIVIC ASSOCIATION INC,,,,,,,,,,,,,,,,
2760,TANIMA YOUTH PROGRAM,,,,,,,,,,,,,,,,
2761,FILOMENO FAMILY AWARDS FOUNDATION INC,,,,,,,,,,,,,,,,
2762,EDIBLE SCHOOLYARD NEW YORK,,,,,,,,,,,,,,,,
2763,100SUITSFOR100MEN,,,,,,,,,,,,,,,,
2764,CLIMATE MUSEUM,,,,,,,,,,,,,,,,
2765,CONGREGATION BNAI JESHURUN STARAFROLER HEBRIA,,,,,,,,,,,,,,,,
2766,GRAND SLAM FOUNDATION INC,,,,,,,,,,,,,,,,
2767,"HEALTH ADVOCATES FOR OLDER PEOPLE, INC.",,,,,,,,,,,,,,,,
2768,STUTTERING ASSOCIATION FOR THE YOUNG INC,,,,,,,,,,,,,,,,
2769,Asian Community United Society Inc.,,,,,,,,,,,,,,,,
2770,CYPRESS HILLS LOCAL DEVELOPMENT CORPORATION INC,,,,,,,,,,,,,,,,
2771,METROPOLITAN COLLEGE OF NEW YORK,,,,,,,,,,,,,,,,
2772,"THE GLENDALE CIVILIAN OBSERVATION PATROL, INC.",,,,,,,,,,,,,,,,
2773,CHANGE HEALTHCARE TECHNOLOGY ENABLED SERVICES LLC,,,,,,,,,,,,,,,,
2774,KICKERS YOUTH SPORTS ASSOCIATION OF SOUTHEAST QUEENS INC,,,,,,,,,,,,,,,,
2775,UYFL FOUNDATION INC,,,,,,,,,,,,,,,,
2776,COMMUNITY CAPACITY DEVELOPMENT INC,,,,,,,,,,,,,,,,
2777,COMMUNITY SOLUTIONS INTERNATIONAL INC,,,,,,,,,,,,,,,,
2778,UNITED BLACK MEN OF QUEENS FOUNDATION INC,,,,,,,,,,,,,,,,
2779,SHETU INC,,,,,,,,,,,,,,,,
2780,THE RIVER PROJECT INC,,,,,,,,,,,,,,,,
2781,AUTISM SOCIETY HABILITATION ASSOCIATION,,,,,,,,,,,,,,,,
2782,QUEEN OF ANGELS RC CHURCH,,,,,,,,,,,,,,,,
2783,WASHINGTON HEIGHTS JAYBIES SPORTS ACADEMY INC,,,,,,,,,,,,,,,,
2784,SOPHIE GERSON HEALTHY YOUTH,,,,,,,,,,,,,,,,
2785,LOCO-MOTION DANCE THEATRE FOR CHILDREN INC,,,,,,,,,,,,,,,,
2786,GIANT THINKING,,,,,,,,,,,,,,,,
2787,FamilyKind Ltd,,,,,,,,,,,,,,,,
2788,UNITED STATES SIERRA LEONEAN ASSOCIATION INC,,,,,,,,,,,,,,,,
2789,FFT LLC,,,,,,,,,,,,,,,,
2790,"CARECLIX, INC.",,,,,,,,,,,,,,,,
2791,CHAZAQ ORGANIZATION USA INC,,,,,,,,,,,,,,,,
2792,REJUVENAN GLOBAL HEALTH INC,,,,,,,,,,,,,,,,
2793,BAY RIDGE CARES INC,,,,,,,,,,,,,,,,
2794,BAFA INC BANGLADESH ACADEMY OF FINE ARTS,,,,,,,,,,,,,,,,
2795,HEBREW HOME FOR THE AGED,,,,,,,,,,,,,,,,
2796,RECTOR CHURCH WARDENS & VESTRYMEN OF CHURCH OF EPIPHANY OF C,,,,,,,,,,,,,,,,
2797,BROWNSVILLE THINK TANK MATTERS INC,,,,,,,,,,,,,,,,
2798,ANSONIA MUSIC OUTREACH ORGANIZATION INC AMO,,,,,,,,,,,,,,,,
2799,CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC,,,,,,,,,,,,,,,,
2800,DOUGLASTON LOCAL DEVELOPMENT CORP,,,,,,,,,,,,,,,,
2801,POSITIVE WORKFORCE INC.,,,,,,,,,,,,,,,,
2802,"GREEN GUERILLAS, INC.",,,,,,,,,,,,,,,,
2804,THE NEW YORK BOARD OF RABBIS INC,,,,,,,,,,,,,,,,
2805,ART TRANSFORMS INC,,,,,,,,,,,,,,,,
2806,ST PATRICK'S CHURCH,,,,,,,,,,,,,,,,
2807,MUSLIM WOMEN'S INSTITUTE FOR RESEARCH AND DEVELOPMENT,,,,,,,,,,,,,,,,
2808,WESTBETH ARTISTS RESIDENTS COUNCIL INC,,,,,,,,,,,,,,,,
